conjunto,administración,estrato,antiguedad,remodelado,área,habitaciones,baños,garajes,elevadores,tipo_de_inmueble,deposito,porteria,zona_de_lavanderia,gas,parqueadero,precio,direccion,nombre,descripcion,barrio
San Andrés de Afidro,118000,3,28,Si,66.0,3,1,0,0,Apartamento,0,24 hrs,No Tiene,Si,No,165000000.0,Calle 143a # 128-51,San Andrés de Afidro,"Apartamento en venta de 66m2, con vista interior, ubicado en un 5to piso (Torre 21 Apto 503), acceso por escaleras. Consta de 3 habitaciones, 1 baños, sala comedor, cocina integral y zona de lavandería. Tiene piso laminado en habitaciones y zona social y cerámico en baños y cocina. El conjunto cuenta con zonas verdes, salón comunal, tiendas y vigilancia privada las 24 horas. Cerca a centro comercial Portal Hatochico; cerca a almacenes de cadena Mercado Zapatoca; cerca a Colegio Liceo Empresarial de Campo; cerca a universidad El Bosque; cerca a estación de Ruta Alimentadora San Andres; Vías de acceso por la Diagonal 146 y Calle 145.",TIBABUYES
Ciudad Tintal 2 Etapa 1,67000,1,15,No,49.0,3,1,0,0,Apartamento,0,24 hrs,No Tiene,Si,Si,155085000.0,Calle 6A # 94A - 26,Ciudad Tintal 2 Etapa 1,"Apartamento en venta de 49m2, con vista exterior, ubicado en un 2do piso (Torre 2 Apto 603), acceso por escaleras, parqueadero comunal. Consta de 3 habitaciones, 1 baño, sala comedor, cocina integral y zona de lavandería. Tiene piso cerámico en la totalidad de sus espacios. El conjunto cuenta con salón comunal, zonas verdes, zonas para niños, cancha múltiple, mini market y vigilancia privada las 24 horas. Cerca a centro comercial Ciudad Tintal; cerca a almacenes de cadena como HomeCenter, Éxito y Metro; cerca a colegios como Gabriel Betancourt Mejía y Gimnasio Moderno San Francisco; cerca a universidad Uniagustiniana y Pública de Kennedy; cerca a estación de Transmilenio Patio Bonito; Vías de acceso por la Calle 6a y Carrera 94a.",TINTAL NORTE
Palma 57,166000,4,7,Si,58.0,2,2,1,1,Apartamento,1,No,Comunal,Si,Si,371000000.0,Transversal 24 # 54-24,Palma 57,"Apartamento en venta de 58m2, con vista interior, ubicado en un 2do piso (Apto 202), acceso por escaleras y ascensor, parqueadero propio cubierto (06) y depósito (202). Consta de 2 habitaciones, 2 baños, sala comedor, cocina integral y zona de lavandería. Tiene piso laminado en habitaciones y zona social y cerámico en baños y cocina. El edificio cuenta con terraza y vigilancia privada las 24 horas. Cerca a centro comercial Galerías; cerca a almacenes de cadena Oxxo, Carulla; cerca a colegio CEDAP, Soledad Samper; cerca a universidad Piloto, Católica, ECCI; cerca a estación de Transmilenio El Campin, Calle 57; Vías de acceso por la Carrera 24 y Calle 57.",GALERIAS
Villas de Toscana,269100,4,19,Si,105.0,3,2,1,0,casa con conjunto cerrado,0,24 hrs,No Tiene,Si,Si,400000000.0,Calle 168 # 9 - 11,Villas de Toscana,"Casa en venta de 105m2, con vista interior, (Interior 10 Casa 12), acceso por sótano y senderos peatonales, parqueadero propio cubierto (Sótano) y depósito (dentro de la casa). Consta de 3 habitaciones, 2 baños, sala comedor, cocina integral y zona de lavandería. Tiene piso laminado en habitaciones y  cerámico  en zona social, baños y cocina. El Conjunto cuenta con zonas verdes, parques, salones comunales, salón de juegos y vigilancia privada las 24 horas. Cerca a centro comercial Santafé; cerca a almacenes de cadena PrinceSmart; cerca a colegio Eucarístico ; cerca a universidad San Buenaventura; cerca a estación de Transmilenio Portal Norte; Vías de acceso por la calle 170 y carrera 7ma.",TOBERIN
Alcázar del Rio,300000,4,28,Si,63.0,3,2,1,0,Apartamento,0,24 hrs,No Tiene,Si,Si,272000000.0,Calle 166 #8H-20,Alcázar del Rio,"Apartamento en venta de 63m2, con vista interior, ubicado en un 5to piso (Torre 7 Apto 501), acceso por escaleras, parqueadero propio cubierto (37). Consta de 3 habitaciones, 2 baños, sala comedor, cocina integral y zona de lavandería. Tiene piso cerámico en todas sus zonas. El conjunto cuenta con zona social, salón comunal y vigilancia privada las 24 horas. Cerca a centro comercial Cedrito 151; cerca a almacenes de cadena Tienda D1, Tienda Ara, Olimpica; cerca a colegio Anglo Americano; cerca a paraderos del SITP; Vías de acceso por la calle 166 y Carrera 8h.
",LA URIBE
Nuevo Recreo 3,70000,2,11,No,38.0,3,1,0,0,Apartamento,0,24 hrs,No Tiene,Si,No,110110000.0,Calle 74asur # 92 - 71,Nuevo Recreo 3,"Apartamento en venta de 38m2, con vista interior, ubicado en un 3er piso (Torre 25 Apto 503), acceso por escaleras, parqueadero comunal. Consta de 3 habitaciones, 1 baño, sala comedor, cocina integral y zona de lavandería. Tiene piso cerámico en todas sus zonas. El conjunto cuenta con zonas verdes, zona infantil, salón comunal y vigilancia privada las 24 horas. Cerca a centro comercial Metro Bosa, Metro Recreo; cerca a almacenes de cadena como Surtimax; cerca a colegio Carlos Pizarro León Gómez, Leonardo Posada Pedraza; cerca a universidad Distrital Francisco José De Caldas; cerca a paraderos del SITP; Vías de acceso por la calle 74 sur y carrera 92.",TINTAL SUR
Hayuelos Reservado ,134200,3,15,Si,55.0,3,2,0,0,Apartamento,0,24 hrs,No Tiene,Si,Si,235500000.0,Carrera 96f # 23a-60,Hayuelos Reservado,"Apartamento en venta de 55m2, con vista exterior, ubicado en un 6to piso (Torre 10 Apto 603), acceso por escaleras. Consta de 3 habitaciones, 2 baños, sala comedor, cocina integral y zona de lavandería. Tiene piso cerámico en todas sus zonas. El conjunto cuenta con salón comunal, zonas verdes, parque infantil y vigilancia privada las 24 horas. Cerca a centro comercial Hayuelos y Plaza 100; cerca a almacenes de cadena como D1;Ara; cerca a colegio Nueva Generación y Santa Ana; cerca a universidad  Politécnico Gran Colombiano ; cerca a estación de Transmilenio Portal el Dorado; vías de acceso por la Carrera 96f y la Calle 23.",FONTIBON
Rincon del Portal,75400,2,13,Si,50.0,3,1,0,0,Apartamento,0,24 hrs,No Tiene,Si,Si,138000000.0,Carrera 7d # 64h-80 sur,Rincon del Portal,"Apartamento en venta de 50m2, con vista al exterior, ubicado en un 6to piso (Torre 10 Apto 602), acceso por escaleras. Consta de 3 habitaciones, 1 baño, sala comedor, cocina integral y zona de lavanderia. Tiene piso cerámico en todas sus zonas. El conjunto cuenta con zonas verdes, zona para niños, salón social, mini market, parqueadero comunal y vigilancia privada las 24 horas. Cerca a centro comerciales La Victoria y Altavista; cerca a almacenes de cadena como D1 y Ara; cerca a colegio Soledad Samper; cerca a estación de Transmilenio Portal Usme; Vías de acceso por la calle 65 Sur y Diagonal 60 Sur.",DANUBIO
Escalera De La Reina,308000,4,30,No,57.0,3,2,0,0,Apartamento,0,24 hrs,No Tiene,Si,Si,260000000.0,Calle 127c # 5 - 26,Escalera De La Reina,"Apartamento en venta de 57m2, con vista interior, ubicado en un 3er piso (Torre B Apto 306), acceso por escaleras. Consta de 3 habitaciones, 2 baños, sala comedor, cocina integral y zona de lavandería. Tiene piso cerámico en odas sus zonas. El conjunto cuenta con parque infantil, parqueadero comunal, bicicletero y vigilancia privada las 24 horas. Cerca a centro comercial Usaquen Plaza; cerca a almacenes de cadena D1, Ara, Carulla; cerca a colegio Instituto Pedagógico Nacional; cerca a universidad El Bosque; Vías de acceso por la Carrera 7 y Calle 127C.",USAQUEN
Senderos del Porvenir 4,90000,2,10,No,42.0,2,1,0,0,Apartamento,0,24 hrs,No Tiene,Si,Si,119665000.0,Carrera 100 # 50b - 45,Senderos del Porvenir 4,"Apartamento en venta de 42m2, con vista interior, ubicado en un 2do piso (Torre 7 Apto 203), acceso por escaleras. Consta de 2 habitaciones, 1 baño, sala comedor, cocina y zona de lavandería. Tiene piso cerámico en zona social, cocina y baño y piso laminado en habitaciones. El conjunto cuenta con zonas verdes, zona infantil, salón comunal, parqueadero comunal y vigilancia privada las 24 horas. Cerca a centro comercial Micentro el Porvenir y Trébolis El Porvenir; cerca a almacenes de cadena como Surtimax y D1; cerca a colegio Ciudadela Educativa de Bosa; cerca a universidad Distrital Francisco José de Caldas; cerca a paraderos del Sitp; Vías de acceso por la Calle 54c Sur y Carrera 98.",EL PORVENIR
Milenio B,327000,3,18,No,75.0,2,2,1,0,Apartamento,0,24 hrs,No Tiene,Si,Si,317000000.0,Calle 152 # 53a - 60,Milenio B,"Apartamento en venta de 75m2, con vista interior, ubicado en un 5to piso (Torre 11 Apto 501), acceso por ascensor, parqueadero propio cubierto (118). Consta de 2 habitaciones, 2 baños, sala comedor, cocina integral y zona de lavandería. Tiene piso laminado en habitaciones y zona social y piso cerámico en baños y cocina.El conjunto cuenta con salón comunal y vigilancia privada las 24 horas. Cerca a centro comercial Mazuren y Centro Comercial de Sendero de la Colina; cerca a almacenes de cadena Colsubsidio, Éxito y Carulla; cerca a colegio Teresiano; cerca a estación de Transmilenio Mazuren y Calle 146; Vías de acceso por la Autopista Norte y Calle 152.",EL PRADO
Parques de Bogotá Avellana,61000,2,3,No,57.0,3,2,0,0,Apartamento,0,24 hrs,No Tiene,Si,Si,148000000.0,Calle 80 bis sur # 94 - 80,Parques de,"Apartamento en venta de 57m2, con vista interior, ubicado en un 3er piso (Torre 12 Apto 304), acceso por escaleras. Consta de 3 habitaciones, 2 baños, sala comedor, cocina integral y zona de lavandería. Tiene piso cerámico en todas sus zonas. El conjunto cuenta con zonas verdes, zona para niños, salones comunales, Mini cancha de futbol, parqueadero comunal, gimnasio y vigilancia privada las 24 horas. Cerca a centros comerciales Puerto Marino La Libertad y Metro Recreo; cerca a almacenes de cadena como Olímpica, Surtimax, D1 y Ara; cerca a colegios Leonardo Posada Pedraza, Kimy Pernía Domicó y Alfonso López Michelsen; cerca a ruta alimentador Transmilenio (9-3); Vías de acceso por la Carrera 94 y Calle 81 Sur.",TINTAL SUR
Los Cerezos,125400,3,15,Si,49.0,3,1,0,0,Apartamento,0,24 hrs,No Tiene,Si,Si,193000000.0,Carrera 118bis # 89A-25,Los Cerezos,"Apartamento en venta de 49m2, con vista interior, ubicado en un 1er piso (Torre 5 Apto 102), parqueadero comunal. Consta de 3 habitaciones, 1 baño, sala comedor, cocina integral y zona de lavandería. Tiene piso cerámico en todas sus zonas. El conjunto cuenta con salón social, zonas verdes, zona de niños y vigilancia privada las 24 horas. Cerca a centro comercial Portal 80 ; cerca a almacenes de cadena como Carulla, D1 y Jumbo; cerca a colegio Colsubsidio ; cerca a universidad Minuto de Dios; cerca a estación de Transmilenio Portal 80 y paraderos del SITP ; Vías de acceso por la Carrera 118 y la Carrera 89A.",BOLIVIA
Ciudad Central,117350,2,4,No,47.0,2,1,0,1,Apartamento,0,24 hrs,Comunal,Si,Si,164930000.0,Avenida 57rsur # 73i - 35,Ciudad Central,"Apartamento en venta de 47m2, con vista interior, ubicado en un 2do piso (Torre 3 Apto 222), acceso por ascensor, parqueadero comunal. Consta de 2 habitaciones, 1 baño, sala comedor, cocina integral y zona de lavandería. Tiene piso cerámico en la totalidad del apartamento. El conjunto cuenta con salón comunal, lavandería comunal, terraza BBQ, zona para niños, dos canchas sintéticas y vigilancia las 24 horas. Cerca a centros comerciales como Metro Sur y Paseo Villa del Río; cerca a almacenes de cadena como D1, Makro, Ara y Olímpica; cerca a estación de Transmilenio Portal del Sur; con vías de acceso por la Carrera 73I y Autopista Sur.",ISMAEL PERDOMO
Torre Estación,160000,4,1,Si,56.0,2,2,1,1,Apartamento,1,24 hrs,No Tiene,Si,Si,407982000.0,Carrera 18 # 15 - 36,Torre Estación,"Apartamento en venta de 56m2, con vista exterior, ubicado en un 14vo piso (Torre 1 Apto 1402), acceso por ascensor, parqueadero propio cubierto (342) y depósito(160). Consta de 2 habitaciones, 2 baños, sala comedor, cocina integral y zona de lavandería. Tiene piso laminado en habitaciones y zona social y piso cerámico en baños y cocina. El conjunto cuenta con salón comunal, zona de niños y vigilancia privada las 24 horas. Cerca a centro comercial Sabana Plaza; cerca a almacenes de cadena Tienda D1; cerca a colegio Nuestra Señora de la Presentación; cerca a SENA; cerca a estación de Transmilenio de La Sabana; Vías de acceso por la Calle 13 y Carrera 18.",LA SABANA
Emmental ,58800,2,3,Si,45.0,2,1,0,0,Apartamento,0,24 hrs,No Tiene,Si,Si,115000000.0,Calle 54F Sur #103-50,Emmental,"Apartamento en venta de 45m2, con vista exterior, ubicado en un 5to piso (Torre 11 Apto 504), acceso por escaleras, parqueadero propio comunal. Consta de 2 habitaciones, 1 baño, sala comedor, cocina integral y zona de lavandería. Tiene piso cerámico en la totalidad de sus espacios. El conjunto cuenta con zonas verdes y vigilancia privada las 24 horas. Cerca a centro comercial; Trebolis y Micentro el porvenir, Metro Bosa. Cerca a almacenes de cadena como, Surtimax, Tiendas Ara; cerca a IED colegio Ciudadela Educativa Bosa, colegio Villas del Progreso Sede C; cerca a paraderos del SITP. Vías de acceso por Calle 54F y carrera 103",EL PORVENIR
Burgos Castilla Reservado,204000,3,2,Si,52.0,3,2,1,1,Apartamento,0,24 hrs,No Tiene,Si,Si,244706000.0,Carrera 90a # 8a - 85,Burgos Castilla Reservado,"Apartamento en venta de 52m2, con vista exterior, ubicado en un 4to piso (Torre 6 Apto 423), acceso por ascensor, parqueadero propio cubierto (338). Consta de 3 habitaciones, 2 baños, sala comedor, cocina integral y zona de lavandería. Tiene piso laminado en habitaciones y zona social y piso cerámico en baños y cocina. El conjunto cuenta con zona para niños, salón comunal, piscina y vigilancia privada las 24 horas. Cerca a centro comercial Tintal Plaza; cerca a almacenes de cadena D1; cerca a colegio Gimnasio Moderno San Francisco; cerca a universidad Uniagustiniana; cerca a paraderos de SITP; Vías de acceso por la Carrera 90A y Calle 9.",CALANDAIMA
Milentto,0,,8,No,65.0,3,2,1,1,Apartamento,1,24 hrs,No Tiene,Si,Si,308428571.0,Carrera 103b # 152c-64,Milentto,"Apartamento en venta de 65m2, con vista interior, ubicado en un 2do piso (Torre 1 Apto 207), acceso por ascensor, parqueadero propio cubierto (69), depósito (81). Consta de 3 habitaciones, 2 baños, sala comedor, cocina integral y zona de lavandería. Tiene piso laminado en habitaciones y zona social y cerámico en baños y cocina. El edificio cuenta con salón social, gimnasio, zona bbq y vigilancia privada las 24 horas. Cerca a centro comercial Plaza Imperial; cerca a almacenes de cadena como D1, Ara; cerca a colegio Maximiliano; cerca a universidad Juan Corpas; cerca a estación de Transmilenio Portal de Suba y paraderos del SITP; Vías de acceso por Calle 153, avenida Ciudad Cali y carrera 103b.
VALOR DE ADMINISTRACION POR CONFIRMAR",SUBA
Séptima Avenida,451200,4,7,No,88.0,3,3,2,1,Apartamento,1,24 hrs,No Tiene,Si,Si,450000000.0,calle 159 # 7 - 74,Séptima Avenida,"Apartamento en venta de 88m2, con vista interior, ubicado en un 5to piso (Torre 1 Apto 1005), acceso por ascensor, parqueadero (A060 )y( depósito 32). Consta de 3 habitaciones, 3 baños, sala comedor, balcón (1,20m2), cocina integral y zona de lavandería. Tiene piso laminado en habitaciones y zona social y cerámico en baños y cocina. El conjunto cuenta con parque infantil, dos salones comunal, salón de juegos, tres terrazas BBQ, zonas húmedas, gimnasio, sala de cine, cancha de squash, sala de videojuegos, salón de lectura, sala de negocios, salón de uñas y vigilancia privada las 24 horas. Cerca a centro comercial Palatino y Belaire Plaza; cerca a almacenes de cadena como Surtimax, Carulla, D1 y Ara; cerca a Colegio Liceo Alta Blanca, Colegio José Manuel Marroquín y Colegio General Santander; cerca a Universidad de San Buenaventura; cerca a rutas alimentadoras y paraderos del SITP; Vías de acceso por la calle 161 y la carrera 7ma.",SAN CRISTOBAL NORTE
Nuevo Recreo 2,160000,2,11,No,42.0,3,1,0,0,Apartamento,0,No,No Tiene,Si,Si,110000000.0,Calle 74 A SUR # 92 - 21,Nuevo Recreo 2,"Apartamento en venta de 42m2, con vista interior, ubicado en un 5to piso (Torre 21 Apto 501), acceso por escaleras, parqueadero comunal. Consta de 3 habitaciones, 1 baño, sala comedor, cocina semi-integral y zona de lavandería. Tiene piso cerámico en todas sus zonas. El conjunto cuenta con zonas verdes, zona infantil, salon comunal y vigilancia privada las 24 horas. Cerca a centro comercial Metro Bosa, Metro Recreo; cerca a almacenes de cadena como Surtimax; cerca a colegio Carlos Pizarro León Gómez, Leonardo Posada Pedraza; cerca a universidad Distrital Francisco José De Caldas; cerca a paraderos del SITP; Vías de acceso por la calle 74 sur y carrera 92.",TINTAL SUR
Almanza,130000,3,15,No,63.0,3,2,0,0,Apartamento,0,24 hrs,No Tiene,Si,Si,287000000.0,Carrera 71bbis # 12 - 60,Almanza,"Apartamento en venta de 63 m2, con vista interior, ubicado en un 1avo  piso (Torre 14 Apto 103), acceso por escaleras. Consta de 3 habitaciones, 2 baños, sala comedor, cocina integral y zona de lavandería. Tiene piso laminado en habitaciones y zona social y cerámico en baños y cocina. El conjunto cuenta con salón social, zonas verdes y vigilancia privada las 24 horas. Cerca a centro comercial El Eden; cerca a almacenes de cadena Ara y D1; cerca a colegio Antonio Jose De Sucre IED; cerca a universidad Agustiniana; cerca a rutas de SITP; Vías de acceso por la calle 12a y Cra 71 b bis.
",BAVARIA
Parque Imperial,257700,3,15,Si,78.0,3,2,1,1,Apartamento,0,No,No Tiene,Si,Si,315000000.0,Calle 151c # 107 - 10,Parque Imperial,"Apartamento en venta de 78m², con vista exterior, ubicado en un 11vo piso (Torre 4 Apto 1102), acceso por ascensor, parqueadero propio (138).  Consta de 3 habitaciones, 2 baños, sala comedor, cocina integral, balcon (3m²), zona de lavandería. Tiene piso laminado en habitaciones y zonas sociales y piso ceramico en cocina y baños. El conjunto cuenta con salón comunal, parque infantil, zona social, zona verde y vigilancia privada las 24 horas. Cerca a centro comercial Plaza Imperial; cerca a almacenes de cadena  Exito, Jumbo, Tienda D1, Homecenter; cerca a colegio Nicolás Buenaventura - Sede A; Cerca a estacion de Transmilenio Portal de Suba; Vías de acceso por la carrera 104 y calle 151c.",SUBA
